full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
TiTi will create a new world where everyone can succeed be free and comfortable! TiTi come on@TiTisocialfi @TiTi #TiTisocialfi #TiTi#web3#bnb https://t.co/ot6bG1Hfcw,1.76E+31,2024-02-16 23:26:24+00:00,yanghaibin2,1.47E+31,en,中国🇨🇳,0,1,0,2,https://x.com/yanghaibin2/status/1758633959498604629,"TiTisocialfi,TiTi",2,yanghaibin2,TiTisocialfi
(near future ) Hey Binance would you like $BNB to get listed on @Pond0x ? $PORK | $PNDC https://t.co/H8cAwhzlmW,1.76E+31,2024-02-16 23:26:21+00:00,0xBaho,1.12E+30,en,🇨🇭,0,4,8,18,https://x.com/0xBaho/status/1758633948849311963,Pond0x,1,0xBaho,Pond0x
I walked in the bnb they shooting dice I dropped on the phone and hit the room trynna yonk this hoe,1.76E+31,2024-02-16 23:23:42+00:00,Myron4_,1.62E+31,en,The west,0,1,0,0,https://x.com/Myron4_/status/1758633281711374763,,0,Myron4_,
#everrise #Volt #Monsta #EverGrow #Safemoon #Saitama $Pepe $Bobo #Babydoge #Grovecoin we want everyone to get one or even send a few to their friends ️ You can mint the #NFTs on 5 chains! #BNB #Polygon #ETH #Avax #FTM https://t.co/tkW2Fuvtym,1.76E+31,2024-02-16 23:19:45+00:00,piggycoinbsc,1.67E+31,en,"Miami, FL",0,3,10,22,https://x.com/piggycoinbsc/status/1758632286172410095,,0,piggycoinbsc,
Let s fukin go moon soon mf #btc #bnb @Gregallenvance2,1.76E+31,2024-02-16 23:15:45+00:00,Al3xTGT,1.63E+31,en,PNW,0,0,2,4,https://x.com/Al3xTGT/status/1758631281439760438,Gregallenvance2,1,Al3xTGT,Gregallenvance2
$bake #bake 100% profits archived Always take your profits Like and follow for more updates Join my free Chanel (LINK ON BIO) $bake $cake $iota $bnb $uma $people $arb $ada $eth $loon $link $cream $neo $trx $om $xem $ont $ygg https://t.co/tCGn5K377r,1.76E+31,2024-02-16 23:12:35+00:00,Alphasignals11,2758782317.0,en,United Kingdom,0,2,0,1,https://x.com/Alphasignals11/status/1758630481040408608,,0,Alphasignals11,
Show me some ElonDiablo #meme Best ideas will be rewarded with $ElonDiablo tokens Join TG group https://t.co/a30Muh5Dnf #elondiablo #edt #bnb #ElonMusk #win #hiddengem #meme https://t.co/S4ob6S7GxR,1.76E+31,2024-02-16 23:05:17+00:00,ElonDiablo,1.75E+31,en,NaN,0,37,2,29,https://x.com/ElonDiablo/status/1758628643507523999,,0,ElonDiablo,
This is the surprise NFT ️ you need one! Your friends need one! You can mint on 5 chains! #NFTs #BNB #ETH #FTM #AVAX #POLYGON tag your friends and good influencers that you think would want to know about it! $PiggyC #BecauseWeCare and #WeDoThingsDifferently https://t.co/iD3HCRYyOH,1.76E+31,2024-02-16 22:58:05+00:00,piggycoinbsc,1.67E+31,en,"Miami, FL",5,22,30,62,https://x.com/piggycoinbsc/status/1758626833912734170,,0,piggycoinbsc,
Hello fellow snowmen....take this 3 steps seriously. 1. Pass the ice Quiz 2. Add BNB Smart Chain Address 3. Tap to Mine Every 24 hours before February 28. #icenetwork #DecentralizedFuture,1.76E+31,2024-02-16 22:46:05+00:00,EGOGOAusin,1480428668.0,en,NIGERIA ,0,1,0,0,https://x.com/EGOGOAusin/status/1758623813862936726,,0,EGOGOAusin,
 @MadVikingGames is about to launch something epic. Something no one has ever seen and it s gonna be amazing. $MVG is gonna melt faces. #BNB #UE5 #NFTs #crypto #nftcollection #NFTart #Gamefi #P2e https://t.co/sQTxUsKAXL,1.76E+31,2024-02-16 22:40:44+00:00,chriskochrunner,860581927.0,en,"Pennsylvania, USA",1,11,18,55,https://x.com/chriskochrunner/status/1758622465289290190,MadVikingGames,1,chriskochrunner,MadVikingGames
Almost 4 bnb s in Let s Go!,1.76E+31,2024-02-16 22:30:16+00:00,amayaxiyana,1.71E+30,en,unbothered asf.,0,1,0,1,https://x.com/amayaxiyana/status/1758619835418714212,,0,amayaxiyana,
#animetoken #BNB #BSC Maybe I should buy some https://t.co/wgjrW9RqHv,1.76E+31,2024-02-15 23:50:22+00:00,MikeWangCEO,1.56E+31,en,Europe,0,1,0,0,https://x.com/MikeWangCEO/status/1758277603360637233,,0,MikeWangCEO,
Go to Binance Feed to answer questions and have a chance to share BNB crypto boxes. Comment #TradeNTell https://t.co/5yaoGlSimA,1.76E+31,2024-02-15 23:50:02+00:00,HsuPyae2021,1.36E+31,en,NaN,0,1,0,7,https://x.com/HsuPyae2021/status/1758277517386133511,,0,HsuPyae2021,
Another 80% up on a call from this morning on BnB discord. Get. Them. Bananas. NFA. https://t.co/5jaJAz85Ag,1.76E+29,2024-02-15 23:46:46+00:00,bonesandbananas,1.41E+29,en,nanaLand,0,2,3,8,https://x.com/bonesandbananas/status/1758276695419977895,,0,bonesandbananas,
Just over 72K in GRV has been deposited in #GRVCHAIN staking pool in the last 24 hours. 25% APY with no lock period. #GroveDashboard #GRV #BTC #BNB #XRP #USGD #BTCG #BSCG #WGRV #ETH @GroveToken https://t.co/5XP4NCXhfI,1.76E+31,2024-02-15 23:45:51+00:00,CarloDCGT,469173684.0,en,The Aussie Bush,0,20,29,80,https://x.com/CarloDCGT/status/1758276465140146667,GroveToken,1,CarloDCGT,GroveToken
$ORDIUSDT Over 900% Profits Today +942 64% Join us on Telegram (LINK IN BIO) $VET $BGB $AR $LUNC $UNI $HNT $BTT $APT $NEO $SEI $AXL $BNB $RON $XRP $RNDR $GALA $QNT $ADA $FIL $FLOW $MANA $STX $CFX $ENS $SAND $CHZ $MNT $KAVA $THETA $RUNE https://t.co/BTYW4HL8b5,1.76E+31,2024-02-15 23:37:59+00:00,fastcrypto_inv,293434229.0,en,"Denton, TX",0,2,0,0,https://x.com/fastcrypto_inv/status/1758274487378723156,,0,fastcrypto_inv,
Will be adding [Player] got folded like a bad poker hand to the commentary BnB list,1.76E+31,2024-02-15 23:35:21+00:00,DeadwardFGC,3310594295.0,en,NaN,0,1,1,7,https://x.com/DeadwardFGC/status/1758273823105839415,,0,DeadwardFGC,
Crypto Performance Upto 1Y All your base are belong to us $BTC $ETH $BNB $SOL $XRP $AVAX $PEPE $SHIB $SUI $TON $TRX $UNI $OP $MKR $MATIC $MANA $LINK $HBAR $EOS $DOT $DOGE $BCH $ATOM $ARB $APT $WLD #crypto https://t.co/Vq0FhDWKtU,1.76E+31,2024-02-15 23:25:29+00:00,extra_rice,11445732.0,en,NaN,0,2,0,0,https://x.com/extra_rice/status/1758271342103630292,,0,extra_rice,
Presale Live 10 BNB Soft Cap / No hard cap Closes 2/21 $BUNDY #BUNDY #BSCGEMS #Presale Presale: https://t.co/KpM3NIE13Y https://t.co/pjxGTgAbrN,1.76E+31,2024-02-15 23:25:00+00:00,whatsuptrabisss,2432250204.0,en,"Yee Haw, USA",0,1,3,6,https://x.com/whatsuptrabisss/status/1758271219583926485,,0,whatsuptrabisss,
dog wif hair community is tight together we're on a mission to millions and beyond join us and find out https://t.co/6KxcGe6kaP $wif $doge #wif #doge #BSC #BNB https://t.co/8par6kgLqY,1.76E+31,2024-02-15 23:23:45+00:00,dogwifhair,1.74E+31,en,BASE and BSC,0,8,9,12,https://x.com/dogwifhair/status/1758270905216872674,,0,dogwifhair,
FTX Lawyers Sullivan Cromwell Poised To Be Appointed Binance Independent Monitor $BNB $FTT,1.76E+31,2024-02-15 23:22:56+00:00,60711,1.03E+31,en,NaN,0,2,0,2,https://x.com/60711/status/1758270699959889956,,0,60711,
#crypto 200MA/MACD 1hr TF: Near low = OVERSOLD Near high = OVERBOUGHT CZ: 4⃣ $BTC $ETH $BNB $SUI $XRP $SOL $DOGE $ARB $MATIC $LINK $TRX $BCH $DOT $SHIB $APT $ATOM $AVAX $PEPE $UNI $WLD $OP $MKR $EOS $MANA $TON $HBAR https://t.co/5mqz5ZYJ4Q,1.76E+31,2024-02-15 23:05:33+00:00,extra_rice,11445732.0,en,NaN,0,2,0,0,https://x.com/extra_rice/status/1758266323841282282,,0,extra_rice,
 To expand and reward our #Telegram @telegram community we're hosting an exciting #Giveaway! Join now for a chance to win some of our #crypto @BNBCHAIN #BNB #token prizes while growing our community together! Prizes: First Place: 400 $DGW Token Second Place: 300 $DGW https://t.co/HFMZt4nvT9,1.76E+30,2024-02-15 23:05:27+00:00,DegenWinCasino,1.60E+31,en,NaN,1,23,20,29,https://x.com/DegenWinCasino/status/1758266298687971823,"telegram,BNBCHAIN",2,DegenWinCasino,telegram
Are you willing to check your pollution map? SO CHECK THIS MAP YOU CAN SEE HOW POLLUTED YOUR AREA IS- and it's pure pristine good down where I air Bnb is and my jungle properties as well see I noticed there s a vortex of pure air right around sarteneja and corozal area https://t.co/PxooV6mfET,1.76E+31,2024-02-15 22:54:30+00:00,PlottPalmTrees,143122851.0,en, ∆Perfectional Practice†  ,0,0,0,0,https://x.com/PlottPalmTrees/status/1758263542287933530,,0,PlottPalmTrees,
Check out BNB barenbliss Pimple Warrior! Salicylic Acid Acne Spot Treatment Drying Lotion [Inflammation Reliever] 35g &amp; 15g for RM19.90. Get it on Shopee now! https://t.co/bl1aeloHX5 https://t.co/LtL5qIqGUs,1.76E+31,2024-02-14 23:59:15+00:00,malaysiandaily,198849637.0,en,Malaysia,0,0,0,0,https://x.com/malaysiandaily/status/1757917449192919277,,0,malaysiandaily,
happy valentine s day i love you all thanks for tinhatting and loving bnb with me these past few months ️ https://t.co/qLZ1GHq4jQ,1.76E+31,2024-02-14 23:58:47+00:00,binhaorot,1.66E+30,en,ao3 - zrone | RPS,0,0,0,42,https://x.com/binhaorot/status/1757917331693740394,,0,binhaorot,
Happy Valentine s Day!!! ️ $btc $eth $doge #doge #dogecoin #cnbc #investing #crypto $ltc $tonic $bnb $plywld $matic #ValentinesDay https://t.co/WmqLZaru6R,1.76E+31,2024-02-14 23:54:33+00:00,jdrebelinc,922701318.0,en,Freedom,0,2,7,4,https://x.com/jdrebelinc/status/1757916266499916270,,0,jdrebelinc,
@BSC_FEED FEG IS #BNB KING https://t.co/xlbwzQGWOB,1.76E+31,2024-02-14 23:53:56+00:00,FEGtoken,1.36E+31,en,The Future,0,0,17,30,https://x.com/FEGtoken/status/1757916111025430717,BSC_FEED,1,FEGtoken,BSC_FEED
WARNING Sightings of the #FEGnessMonster Have been reported in the #DeFi Space ️ #FEGtoken $BNB $ETH https://t.co/pQcYu6Olhz,1.76E+31,2024-02-14 23:51:18+00:00,FEGtoken,1.36E+31,en,The Future,6,27,132,365,https://x.com/FEGtoken/status/1757915450560888930,,0,FEGtoken,
$unfi 2x pump Buy and hold $btc $bnb $busd $sol $lever $defi $prom $vtho $ckb $matic $eth $doge https://t.co/RPAEgFXIiT,1.76E+31,2024-02-14 23:40:22+00:00,rrezi16,1.42E+31,en,Singapore🔆,0,2,0,7,https://x.com/rrezi16/status/1757912696849334682,,0,rrezi16,
Just did the beautiful photoshoot with my Sim Nya-Ke at the Poolside BNB in Oasis Springs which can be found in the Lina_Crushes Gallery. Lovely place for your Sims to take photos like this. #ValentinesDay #thesims4 #thesimscommunity #ts4 #photooftheday #aesthetic #eagames https://t.co/V7GRpixObh,1.76E+31,2024-02-14 23:37:10+00:00,Lina_Crushes,1.67E+31,en,"Yuba City, CA",0,1,2,5,https://x.com/Lina_Crushes/status/1757911893417889900,,0,Lina_Crushes,
I don t speak Spanish Jose don t speak English.. but we work great together along with @Gregallenvance2. These two guys have been a tremendous help to @truegoldtoken #BNB #BTC #Gold #NFTCollection https://t.co/7ib4BSHnWt,1.76E+31,2024-02-14 23:34:58+00:00,truegoldtoken,1.56E+31,en,NaN,0,7,10,18,https://x.com/truegoldtoken/status/1757911341602619745,"Gregallenvance2,truegoldtoken",2,truegoldtoken,Gregallenvance2
You only gonna get what's mint for you ! so take it easy in your life !! #api3 #btc #bnb #eth #nft https://t.co/rl7rUEX9UK,1.76E+31,2024-02-14 23:33:43+00:00,btcgrimz,1.66E+31,en,Heaven ,0,3,1,4,https://x.com/btcgrimz/status/1757911027088543989,,0,btcgrimz,
2/3 So how's #BNB doing? Revenue grew in Q4 2023 Active validators increased from 32 to 40 BNB launched opBNB L2 and BNB Greenfield (chain-native storage) BNB was used for Binance Launchpad Unfortunately the number of new unique addresses fell at the end of 2023. https://t.co/4iUyvGtgzC,1.76E+31,2024-02-14 23:33:11+00:00,DefiIgnas,8.32E+30,en,NaN,0,7,0,12,https://x.com/DefiIgnas/status/1757910889490161855,,0,DefiIgnas,
1/3 Since CZ left Binance few seem to care about #BNB. While the market pumped BNB barely budged in a year. The sentiment on CT shifted from highly bearish during the SEC lawsuit against Binance to somewhat bullish. https://t.co/6rjR0dVsyd,1.76E+31,2024-02-14 23:33:05+00:00,DefiIgnas,8.32E+30,en,NaN,1,10,3,50,https://x.com/DefiIgnas/status/1757910866614497486,,0,DefiIgnas,
 BIGBUY ON FEG NEW HOLDER! Bought: 10.21M FEG For: $11002.20 (33.00 BNB) FEG price: $0.0010925 Backing: 403.63 BNB ($134 570) Volume: $64 269 24h change: 10.49% Market cap: $52 878 973 ️ https://t.co/Lnb9M4GwMV,1.76E+31,2024-02-14 23:29:23+00:00,Ste_Cha_FEG,1.37E+29,en,UK 🇬🇧,2,11,79,185,https://x.com/Ste_Cha_FEG/status/1757909934505914651,,0,Ste_Cha_FEG,
POWWWW! Next target 100 BNB #ToTheMoon Presale Link: https://t.co/4ZoGZhDLcV https://t.co/y5AKM1xn3c,1.76E+31,2024-02-14 23:29:22+00:00,SaitamaInuGroup,1.67E+31,en,BinanceSmartChain,0,29,4,35,https://x.com/SaitamaInuGroup/status/1757909930647175547,,0,SaitamaInuGroup,
From all of us here at #Pinksale we'd like to extend a warm welcome to the PepeSol team. Pinksale continues to dominate the #DeFi #Launchpad industry because we listen to what you our community wants. Check them out below: https://t.co/nA2qBE8Jwu #SOL #BNB #BTC https://t.co/JnNjhcqUyx,1.76E+31,2024-02-14 23:27:49+00:00,pinkecosystem,1.39E+31,en,NaN,0,9,2,16,https://x.com/pinkecosystem/status/1757909541214425192,,0,pinkecosystem,
Crypto Performance Upto 1Y Where my tendies at? $BTC $ETH $BNB $SOL $XRP $AVAX $PEPE $SHIB $SUI $TON $TRX $UNI $OP $MKR $MATIC $MANA $LINK $HBAR $EOS $DOT $DOGE $BCH $ATOM $ARB $APT $WLD #crypto https://t.co/rEbQ2hfQTv,1.76E+31,2024-02-14 23:25:26+00:00,extra_rice,11445732.0,en,NaN,0,0,0,0,https://x.com/extra_rice/status/1757908940715934141,,0,extra_rice,
$pepe Sometimes I feel like a god and today was one of those days. Please consider looking at our last trade/post. And following us @3rdeyeofcrypto #mxm #mnz #chrp #myro #api3 #lever #wif #prom #dodox #ctsi #sol #bnb #btc #key #c98 #blur #eth $bnb https://t.co/YRcKonVToj,1.76E+31,2024-02-14 23:15:39+00:00,3rdeyeofcrypto,1.70E+30,en,NaN,0,0,2,4,https://x.com/3rdeyeofcrypto/status/1757906478844063904,3rdeyeofcrypto,1,3rdeyeofcrypto,3rdeyeofcrypto
N3on trying to convince everyone next stream it wasn t the same bnb https://t.co/aXCceWn5bs,1.76E+31,2024-02-14 23:08:33+00:00,truevoidz,1.71E+31,en,NaN,0,0,0,20,https://x.com/truevoidz/status/1757904693643432217,,0,truevoidz,
⏳ 24 hours left to join the raffle ️ get a ticket and hodl $wif for a chance to win .10 #BNB always earn $doge auto staking rewards while hodling $wif,1.76E+31,2024-02-14 23:07:05+00:00,dogwifhair,1.74E+31,en,BASE and BSC,1,1,6,8,https://x.com/dogwifhair/status/1757904322946535525,,0,dogwifhair,
#crypto 200MA/MACD 1hr TF: Near low = OVERSOLD Near high = OVERBOUGHT HOLY MOLY! $BTC $ETH $BNB $SUI $XRP $SOL $DOGE $ARB $MATIC $LINK $TRX $BCH $DOT $SHIB $APT $ATOM $AVAX $PEPE $MANA $EOS $HBAR $UNI $MKR $TON $OP $WLD https://t.co/UGr4VDKu50,1.76E+31,2024-02-14 23:05:27+00:00,extra_rice,11445732.0,en,NaN,0,0,0,0,https://x.com/extra_rice/status/1757903913028829629,,0,extra_rice,
the whole bnb iceberg thread reminded me we only have two more years of haobin in the same group unless a miracle happens all i know is i won't live past 2025,1.76E+31,2024-02-14 23:03:38+00:00,haobinsrosin,1.71E+31,en,love is love,0,0,0,12,https://x.com/haobinsrosin/status/1757903455128302042,,0,haobinsrosin,
We are happy to announce that we have completed the smart contract audit for @OverTheMoonBSC Full audit report https://t.co/02yBB5Nxuo The contract does not have any critical or significant issues that would pose a high or medium level of concern or risk. #BNB #BSC https://t.co/9nMrY22tnT,1.76E+31,2024-02-14 23:00:02+00:00,FreshCoinsIo,1.39E+31,en,NaN,0,86,94,166,https://x.com/FreshCoinsIo/status/1757902547539689568,OverTheMoonBSC,1,FreshCoinsIo,OverTheMoonBSC
TOP 10 COINS BY LUNARCRUSH GALAXY SCORE $LPNT $PROM $YFI $XIN $ILV $TAO $BNB $SHX $TRB $XMR,1.76E+30,2024-02-14 22:55:47+00:00,AvaMonaro,1.62E+31,en,NaN,0,4,0,2,https://x.com/AvaMonaro/status/1757901480260985022,,0,AvaMonaro,
WASTE AND SEWAGE WATER NEAR REFUGEE CAMPS Major health crisis Everyone to send help 🇵🇸 #PalestineGenocide #PalestinianGenocide #PalestineDay #GazaCity #Gaza_Genocide #helpinghand #bnb #btc #cryptocurrency https://t.co/w37UwXbzpe,1.76E+30,2024-02-14 22:43:17+00:00,NayeemHH,1.51E+31,en,Palestine,0,0,0,1,https://x.com/NayeemHH/status/1757898334076051840,,0,NayeemHH,
 With the speed of Saitama Inu we quickly reached 50 BNB Anyone who has never watched One Punch-Man has already come across Saitama on the internet.‍ The anime's protagonist is so iconic that he has been the central figure in several memes circulating around. https://t.co/sOecUy6WWq,1.76E+31,2024-02-14 22:42:33+00:00,SaitamaInuGroup,1.67E+31,en,BinanceSmartChain,0,11,3,17,https://x.com/SaitamaInuGroup/status/1757898150172299293,,0,SaitamaInuGroup,
#WorldMobile will do to the Telecoms Industry what... Uber did to the Transportation Industry VRBO did to the Travel Industry Amazon did to E-commerce Industry Empowering people to be their own service provider Don't wait until it becomes a house hold name $WMT $BNB $ETH $ADA https://t.co/KgYWSfZsvf,1.76E+31,2024-02-14 22:37:07+00:00,Midwest_EN,1.62E+31,en,United States,0,1,12,72,https://x.com/Midwest_EN/status/1757896779834486807,,0,Midwest_EN,
Do you see this . this is power from a community driven project! And the key is #HOLD The question is ar you in? Did you double check it ? Because if not get the hell out and BUY Thank me later ️ #crypto #NFTs #BAGZY #ETH #1000xgem #wizz #CryptoCommunity #bnb #BTC https://t.co/M1auwDgSCp,1.76E+31,2024-02-14 22:31:18+00:00,TheCryptoApez,1.48E+31,en,NaN,0,10,8,25,https://x.com/TheCryptoApez/status/1757895316127326623,,0,TheCryptoApez,
#Kaspa will be in Top 3 before 2026 There is 0% chance that #KAS stay behind 3. USDT (inverted ETF of $ shitcoin) 4. BNB (exchange centralized database in trouble) 5. SOL (buggy centralized database with hours of interruption) KAS = fair launch POW free tx instant tx,1.76E+31,2024-02-14 22:18:05+00:00,CryptoDamos,1.37E+31,en,Kaspa City,0,5,8,61,https://x.com/CryptoDamos/status/1757891991122186605,,0,CryptoDamos,
Imagine driving a Kia Stinger lol definitely bnb dev ware,1.76E+31,2024-02-13 23:57:15+00:00,exxpk,1.45E+30,en,-,0,1,0,1,https://x.com/exxpk/status/1757554559264915667,,0,exxpk,
#00 Pools @coinbase We cleared the 078 spring now the targets 13 cents #00 #pools They loading #shortsqueeze @wallstreetbets $amc $gme #buythedip $btc $eth $xrp $doge $mana $fox $req $coval $lunc $cro $jasmy $rndr $apt $blur $arb $ldo $inj $bnb #CryptocurrencyNews #BULLISH,1.76E+31,2024-02-13 23:56:51+00:00,cspratt15139,23025079.0,en,"Penn Hills, PA",0,0,1,1,https://x.com/cspratt15139/status/1757554459838693868,"coinbase,wallstreetbets",2,cspratt15139,coinbase
$30 USDT to two followers What s your favourite crypto project? $BTC $ETH $BNB $SOL $ADA $RSR $STX $CKB $PEPE $ATOR $LINK $ATOM $HBAR $SEI $PONKE $ORDI $PORK $PNDC $IMX $THOR $COQ $BONK $HOOD $STRK $APT $LYFT $VIX $WIF $XRP $WELSH #API3 Like and RT,1.76E+31,2024-02-13 23:56:04+00:00,LorettaKrypto,1.28E+31,en,NaN,11,845,491,676,https://x.com/LorettaKrypto/status/1757554260458283389,,0,LorettaKrypto,
ARE YOU STILL BULLISH 100x : $INJ $RIO $NEXA $AZERO $DIONE $LOOP $SAITO $VELA $WOO 50x : $VELO $TRIAS $TAO $LCX $KDA #TEST #X $OPTI $HBAR 10x : $OP $QNT $ARB $AVAX $AGIX $APT $SAND $LINK $ADA $SHIB #PEPE $DOGE $UNI $BNB $SOL $XRP WHAT DO YOU HAVE YOUR EYES ON⁉️ https://t.co/wInYIkWu1c,1.76E+29,2024-02-13 23:50:17+00:00,anonshlat,1.51E+31,en,NaN,0,1,1,7,https://x.com/anonshlat/status/1757552805789974987,,0,anonshlat,
BNB barenbliss glow guide https://t.co/LfWqpD6lYR https://t.co/BZ8KIbjCvW,1.76E+31,2024-02-13 23:49:30+00:00,anak_diskon,1.13E+31,en,NaN,0,0,0,0,https://x.com/anak_diskon/status/1757552608561320305,,0,anak_diskon,
@JakeGagain $DINGER is the #Cat version of $SHIB #BNB $ETH #memecoin https://t.co/2GnMpq1Axr,1.76E+30,2024-02-13 23:48:08+00:00,hex0143,1.56E+31,en,NaN,0,1,4,10,https://x.com/hex0143/status/1757552263671992683,JakeGagain,1,hex0143,JakeGagain
Gm ae When altseason !? $Eth $Bnb $Op $Manta $Xai $Alt $Pixel #Bullrun20242025 #Grayscale #bullrun #Market #aurora #Binance https://t.co/yS5YtVHAkr,1.76E+30,2024-02-13 23:47:58+00:00,Nocfan1,1.38E+30,en,NaN,0,10,2,50,https://x.com/Nocfan1/status/1757552222722986333,,0,Nocfan1,
GreenMiner Update JSizzl location ks3M test showing healthy signs of higher average Hashrate rate yields burning more $GEM. #GEM $CZUsd $bnb $Kas $btc https://t.co/AzRpX1E3LI https://t.co/IOH6n8crvc,1.76E+31,2024-02-13 23:43:43+00:00,GreenEnrgyMiner,1.68E+31,en,"West Virginia, USA",0,1,0,5,https://x.com/GreenEnrgyMiner/status/1757551153976623364,,0,GreenEnrgyMiner,
I got y all when I hit my bnb around 7,1.76E+31,2024-02-13 23:41:20+00:00,CutEast75,1.66E+31,en,"Chicago, IL",0,0,1,1,https://x.com/CutEast75/status/1757550552785805755,,0,CutEast75,
BARENBLISS VALENTINE'S DAY SALE! 95 PESOS ONLY! (Any tint/shade) barenbliss BNB Cherry Makes Cheerful Lip Velvet - With Vitamin E Lightweight 24H Mousse Powdery for ₱155 only. https://t.co/a0Twq0vQIV gamitan free sf at live voucher!! https://t.co/XS0o9mtIeC,1.76E+31,2024-02-13 23:37:19+00:00,shopedailyfinds,9.80E+29,en,🇵🇭,0,0,1,4,https://x.com/shopedailyfinds/status/1757549542059511866,,0,shopedailyfinds,
$BNB H1 if the previous resitance plays as supprt now then that will be extremely bullish #BNB #BNBUSD #BNBUSDT #BinanceCoin #Binance #crypto #CryptoNews #CryptoCommunity #cryptocurrency #cryptotrading #Trading,1.76E+30,2024-02-13 23:35:55+00:00,cryptoworld0222,1.52E+31,en,NaN,0,0,0,0,https://x.com/cryptoworld0222/status/1757549191255953792,,0,cryptoworld0222,
Even The Moon Has A Dark Side... By: Danny Demi DeFi... Started smoking... did a thang... digital oil on digital canvas or whatever... REMEMBER TO STAKE WITH @MoonRabbitxLA Axing for a frendo??? $BNB #BNB #BINANCE $LUNC #LUNC #TERRACLASSIC #LUNACLASSIC $LUNA #LUNA #LUNCARMY https://t.co/zfbyhuC6f7,1.76E+31,2024-02-13 23:35:27+00:00,danny_demi_defi,1.48E+31,en,Texas ,0,5,11,33,https://x.com/danny_demi_defi/status/1757549073836425468,MoonRabbitxLA,1,danny_demi_defi,MoonRabbitxLA
ApplePie provides a secure and autonomous platform where users can have complete control over their assets. #ApplePie #PIE #100xreturns #BNB #pancakeswap #trade #autoyield #earnreward #staking #pinksale,1.76E+31,2024-02-13 23:34:14+00:00,Jasonboy12250,1.65E+31,en,NaN,0,0,0,2,https://x.com/Jasonboy12250/status/1757548765387333745,,0,Jasonboy12250,
$BNB H1 this is a retest based trade as we have seen a breakout and we are testing the previous resitance right now #BNB #BNBUSD #BNBUSDT #BinanceCoin #Binance #crypto #CryptoNews #CryptoCommunity #cryptocurrency #cryptotrading #Trading,1.76E+31,2024-02-13 23:33:31+00:00,cryptoworld0222,1.52E+31,en,NaN,1,0,0,0,https://x.com/cryptoworld0222/status/1757548587536273450,,0,cryptoworld0222,
$dydx #dydx 100% profits archived Always take your profits Like and follow for more updates Join my free Chanel (LINK ON BIO) $dydx $cream $ada $sol $iota $sol $wld $arb $ygg $inj $tomo $dot $tia $perp $bnb $people $trx $om https://t.co/vkKFO0YYGc,1.76E+31,2024-02-13 23:32:30+00:00,Alphasignals11,2758782317.0,en,United Kingdom,0,0,0,0,https://x.com/Alphasignals11/status/1757548330903539764,,0,Alphasignals11,
 SOL flips #BNB to become #4 crypto by market cap despite network outage and high fear index Solana Mobile hits 100K preorders for Chapter 2 phone closes window on Feb. 14 Binance founder CZ awaits sentencing BNB lags behind #solana #sol #binance #bnb #crypto https://t.co/HJuRkK7DZ4,1.76E+31,2024-02-13 23:31:45+00:00,JohnBTCBravo,1.73E+31,en,Earth,0,1,0,0,https://x.com/JohnBTCBravo/status/1757548143787626946,,0,JohnBTCBravo,
Spontaneous bnb s with 2 friends just because 1 person has the day off &gt;,1.76E+31,2024-02-13 23:30:48+00:00,Pootiekiins,428502107.0,en,"San Antonio, TX",0,0,0,0,https://x.com/Pootiekiins/status/1757547902644130018,,0,Pootiekiins,
$BNB H1 thsi right here is the set up we are lookig at and you can see all the values u need on th RHS of the screen #BNB #BNBUSD #BNBUSDT #BinanceCoin #Binance #crypto #CryptoNews #CryptoCommunity #cryptocurrency #cryptotrading #Trading https://t.co/fuzG49WdgT,1.76E+31,2024-02-13 23:29:53+00:00,cryptoworld0222,1.52E+31,en,NaN,1,0,0,0,https://x.com/cryptoworld0222/status/1757547673127633027,,0,cryptoworld0222,
I haven t did color since my 18th birthday &amp; my bnb was jumpingggg https://t.co/FXAcckSZ1d,1.76E+29,2024-02-13 23:27:56+00:00,jaylahaniyah,1.17E+31,en,RACK CITY,0,0,0,1,https://x.com/jaylahaniyah/status/1757547180619964521,,0,jaylahaniyah,
$BNB H1 WE ARE SEEING ANOTHER TRADE OPPURTUNITY PRESENT ITSELF #BNB #BNBUSD #BNBUSDT #BinanceCoin #Binance #crypto #CryptoNews #CryptoCommunity #cryptocurrency #cryptotrading #Trading,1.76E+31,2024-02-13 23:27:34+00:00,cryptoworld0222,1.52E+31,en,NaN,1,0,0,0,https://x.com/cryptoworld0222/status/1757547088261378271,,0,cryptoworld0222,
Crypto Performance Upto 1Y Help me help you $BTC $ETH $BNB $SOL $XRP $AVAX $PEPE $SHIB $SUI $TON $TRX $UNI $OP $MKR $MATIC $MANA $LINK $HBAR $EOS $DOT $DOGE $BCH $ATOM $ARB $APT $WLD #crypto https://t.co/d6CNwp6tiI,1.76E+31,2024-02-13 23:25:28+00:00,extra_rice,11445732.0,en,NaN,0,0,0,0,https://x.com/extra_rice/status/1757546561976827922,,0,extra_rice,
